EventName,Driver,QualyAvg_LapTime,QualyFastest_LapTime,QualyAvgSpeedI1,QualyAvgSpeedI2
Australian Grand Prix,SAI,91.89261538461538,76.185,254.55555555555554,282.8888888888889
Austrian Grand Prix,SAI,77.90272727272728,64.851,279.55555555555554,209.88888888888889
Azerbaijan Grand Prix,SAI,122.465875,101.805,177.43478260869566,183.08695652173913
Bahrain Grand Prix,SAI,100.43436363636364,89.507,210.77777777777777,230.88888888888889
Belgian Grand Prix,SAI,127.1384375,114.112,277.2608695652174,158.8695652173913
British Grand Prix,SAI,98.2161875,86.509,273.25,241.2173913043478
Canadian Grand Prix,SAI,88.42205,72.728,228.8181818181818,254.22727272727272
Chinese Grand Prix,SAI,109.26010000000001,94.297,249.7058823529412,245.58823529411765
Dutch Grand Prix,SAI,90.55015384615385,70.914,250.94444444444446,253.05555555555554
Emilia Romagna Grand Prix,SAI,91.83123076923077,75.233,183.8,230.4
Hungarian Grand Prix,SAI,93.10135294117647,75.696,244.2,223.64
Italian Grand Prix,SAI,95.97233333333334,79.467,288.55555555555554,297.3333333333333
Japanese Grand Prix,SAI,104.318,88.682,255.58333333333334,268.3333333333333
Las Vegas Grand Prix,SAI,113.11814999999999,92.41,158.375,193.95833333333334
Mexico City Grand Prix,SAI,91.739,75.946,268.1904761904762,266.14285714285717
Miami Grand Prix,SAI,99.73233333333333,87.455,188.61904761904762,157.04761904761904
Monaco Grand Prix,SAI,88.41759090909092,70.518,167.28571428571428,178.96428571428572
Qatar Grand Prix,SAI,103.43855,81.041,222.6153846153846,252.34615384615384
Singapore Grand Prix,SAI,108.22566666666665,90.108,260.625,241.8125
Spanish Grand Prix,SAI,84.47571428571429,71.736,231.41666666666666,256.1666666666667
São Paulo Grand Prix,SAI,96.93791666666668,89.406,269.5,185.5
United States Grand Prix,SAI,111.27884615384616,92.652,190.73684210526315,157.89473684210526
Austrian Grand Prix,SAR,76.30216666666666,65.856,284.3333333333333,200.22222222222223
Bahrain Grand Prix,SAR,104.09,90.77,216.33333333333334,245.83333333333334
Belgian Grand Prix,SAR,122.221,117.23,288.125,168.875
British Grand Prix,SAR,105.7733125,87.175,282.1,233.1578947368421
Canadian Grand Prix,SAR,89.64852631578947,72.736,229.3181818181818,264.8181818181818
Chinese Grand Prix,SAR,106.49933333333333,96.358,268.2857142857143,245.71428571428572
Emilia Romagna Grand Prix,SAR,90.2844,76.731,189.0,242.0
Hungarian Grand Prix,SAR,89.340625,76.543,239.30769230769232,214.15384615384616
Japanese Grand Prix,SAR,100.80975,90.139,256.1666666666667,281.1666666666667
Miami Grand Prix,SAR,102.1366,88.487,203.5,168.125
Monaco Grand Prix,SAR,86.8529,72.02,182.66666666666666,175.08333333333334
Saudi Arabian Grand Prix,SAR,110.28228571428572,89.526,268.6666666666667,285.22222222222223
Spanish Grand Prix,SAR,90.91416666666667,73.509,241.11111111111111,260.3333333333333
Abu Dhabi Grand Prix,STR,98.583,83.729,262.14285714285717,224.71428571428572
Australian Grand Prix,STR,91.66033333333333,76.78,250.4090909090909,289.6363636363636
Austrian Grand Prix,STR,82.188,65.819,263.22222222222223,189.77777777777777
Azerbaijan Grand Prix,STR,119.35060000000001,103.37,174.57142857142858,194.71428571428572
Bahrain Grand Prix,STR,102.52674999999999,89.965,217.0,236.5
Belgian Grand Prix,STR,126.02554545454545,115.716,271.2352941176471,171.23529411764707
British Grand Prix,STR,100.75094117647059,86.585,267.4583333333333,243.41666666666666
Canadian Grand Prix,STR,87.41199999999999,72.659,235.88,262.96
Chinese Grand Prix,STR,109.6177142857143,94.838,241.0,235.66666666666666
Dutch Grand Prix,STR,87.46557142857144,70.661,232.73684210526315,254.6315789473684
Emilia Romagna Grand Prix,STR,94.46890909090911,75.992,200.73333333333332,238.73333333333332
Hungarian Grand Prix,STR,94.32838461538462,76.075,227.8095238095238,215.14285714285714
Italian Grand Prix,STR,96.08025,81.013,258.1666666666667,277.6666666666667
Japanese Grand Prix,STR,103.20875000000001,90.024,250.16666666666666,261.3333333333333
Las Vegas Grand Prix,STR,109.006,94.484,163.33333333333334,199.0
Mexico City Grand Prix,STR,91.91044444444444,77.294,245.15384615384616,256.7692307692308
Miami Grand Prix,STR,103.4905,88.177,199.73333333333332,176.33333333333334
Monaco Grand Prix,STR,87.59384615384616,71.563,176.0,177.64705882352942
Qatar Grand Prix,STR,101.5672,81.911,220.21428571428572,247.85714285714286
Saudi Arabian Grand Prix,STR,103.52161538461539,88.25,274.8421052631579,276.6842105263158
Singapore Grand Prix,STR,100.39266666666667,91.094,228.16666666666666,236.33333333333334
Spanish Grand Prix,STR,90.4404,72.372,220.4,240.33333333333334
São Paulo Grand Prix,STR,97.67975,86.334,263.0,187.875
United States Grand Prix,STR,105.23933333333333,93.759,190.28571428571428,154.5
Abu Dhabi Grand Prix,TSU,98.455875,83.419,233.58333333333334,267.5
Australian Grand Prix,TSU,96.027,76.788,261.6470588235294,281.94117647058823
Austrian Grand Prix,TSU,78.7981,65.412,276.8,201.6
Azerbaijan Grand Prix,TSU,121.30216666666666,103.035,177.4375,189.5625
Bahrain Grand Prix,TSU,100.862875,90.129,210.66666666666666,239.83333333333334
Belgian Grand Prix,TSU,124.52975,116.593,272.125,172.625
British Grand Prix,TSU,99.08483333333334,87.269,282.88235294117646,241.5
Canadian Grand Prix,TSU,86.89544444444444,72.303,225.20833333333334,255.375
Chinese Grand Prix,TSU,108.19116666666666,95.746,259.8888888888889,257.22222222222223
Dutch Grand Prix,TSU,84.80827272727272,70.955,246.4,254.06666666666666
Emilia Romagna Grand Prix,TSU,86.38788888888888,75.358,200.6,210.53333333333333
Hungarian Grand Prix,TSU,89.55915384615385,76.121,245.65,218.6315789473684
Italian Grand Prix,TSU,96.71175,80.945,278.1666666666667,302.0
Japanese Grand Prix,TSU,101.24841666666667,89.413,253.83333333333334,255.72222222222223
Las Vegas Grand Prix,TSU,107.83077777777777,93.029,159.8,190.64
Mexico City Grand Prix,TSU,91.21416666666666,77.129,257.3636363636364,261.72727272727275
Miami Grand Prix,TSU,104.49235714285714,88.167,183.0952380952381,156.85714285714286
Monaco Grand Prix,TSU,85.92221052631578,70.858,177.56,175.8
Qatar Grand Prix,TSU,100.78108333333334,81.771,215.0,265.75
Saudi Arabian Grand Prix,TSU,99.53681818181818,88.547,271.27777777777777,286.8888888888889
Singapore Grand Prix,TSU,107.88544444444443,90.289,265.94117647058823,230.5625
Spanish Grand Prix,TSU,92.61716666666666,72.985,219.44444444444446,257.1111111111111
São Paulo Grand Prix,TSU,97.53022222222222,84.111,274.55555555555554,182.8846153846154
United States Grand Prix,TSU,105.41444444444444,93.506,193.57142857142858,150.21428571428572
Abu Dhabi Grand Prix,VER,93.74122222222223,82.945,242.93333333333334,262.53333333333336
Australian Grand Prix,VER,95.011,75.915,248.1904761904762,278.76190476190476
Austrian Grand Prix,VER,77.17933333333333,64.314,254.0,218.38888888888889
Azerbaijan Grand Prix,VER,113.58507692307693,102.023,192.75,216.45
Bahrain Grand Prix,VER,102.43945454545455,89.179,220.52941176470588,232.58823529411765
Belgian Grand Prix,VER,122.31416666666667,113.159,268.0952380952381,164.47619047619048
British Grand Prix,VER,99.21729411764706,86.203,278.2916666666667,241.33333333333334
Canadian Grand Prix,VER,90.64636363636363,72.0,223.92592592592592,255.92592592592592
Chinese Grand Prix,VER,109.20872727272727,93.66,242.44444444444446,249.47058823529412
Dutch Grand Prix,VER,81.50925,70.029,250.28571428571428,253.85714285714286
Emilia Romagna Grand Prix,VER,86.19654545454546,74.746,197.88888888888889,224.38888888888889
Hungarian Grand Prix,VER,88.49053846153846,75.273,230.0,219.25
Italian Grand Prix,VER,94.0468181818182,79.662,275.44444444444446,281.0
Japanese Grand Prix,VER,102.594375,88.197,255.41666666666666,266.75
Las Vegas Grand Prix,VER,102.8804375,92.797,168.0952380952381,201.42857142857142
Mexico City Grand Prix,VER,88.85516666666666,76.171,253.16666666666666,259.8333333333333
Miami Grand Prix,VER,96.5404,87.241,187.22222222222223,174.44444444444446
Monaco Grand Prix,VER,86.62247826086957,70.567,179.85714285714286,176.67857142857142
Qatar Grand Prix,VER,98.320375,80.52,221.9090909090909,257.8181818181818
Saudi Arabian Grand Prix,VER,101.46358333333335,87.472,275.6111111111111,277.8333333333333
Singapore Grand Prix,VER,100.79177777777778,89.68,266.8235294117647,252.0
Spanish Grand Prix,VER,83.37757142857143,71.403,228.41666666666666,241.66666666666666
São Paulo Grand Prix,VER,99.64941666666665,87.771,255.8421052631579,168.875
United States Grand Prix,VER,105.33509090909091,92.361,192.41176470588235,174.2941176470588
Abu Dhabi Grand Prix,ZHO,99.449,83.88,249.16666666666666,277.6666666666667
Australian Grand Prix,ZHO,95.72942857142857,78.188,254.33333333333334,260.8888888888889
Austrian Grand Prix,ZHO,76.93966666666667,66.061,290.3333333333333,214.55555555555554
Azerbaijan Grand Prix,ZHO,122.20824999999999,104.246,172.4,179.2
Bahrain Grand Prix,ZHO,102.071,90.757,225.83333333333334,246.5
Belgian Grand Prix,ZHO,128.25285714285715,117.775,283.44444444444446,172.33333333333334
British Grand Prix,ZHO,103.96023529411765,87.867,275.4,233.33333333333334
Canadian Grand Prix,ZHO,84.634375,74.292,235.27272727272728,263.27272727272725
Chinese Grand Prix,ZHO,108.4882,95.505,260.375,254.25
Dutch Grand Prix,ZHO,85.22216666666667,73.261,261.22222222222223,230.88888888888889
Emilia Romagna Grand Prix,ZHO,100.42557142857143,76.834,201.88888888888889,218.33333333333334
Hungarian Grand Prix,ZHO,92.9093,78.037,255.25,225.25
Italian Grand Prix,ZHO,92.04883333333333,81.445,300.8888888888889,311.3333333333333
Japanese Grand Prix,ZHO,103.10425000000001,90.143,254.16666666666666,254.0
Las Vegas Grand Prix,ZHO,110.02684615384615,93.566,168.76470588235293,191.35294117647058
Mexico City Grand Prix,ZHO,87.72616666666666,78.072,266.0,272.55555555555554
Miami Grand Prix,ZHO,99.90066666666667,88.824,203.11111111111111,156.11111111111111
Monaco Grand Prix,ZHO,89.12866666666667,73.028,174.0909090909091,175.8181818181818
Qatar Grand Prix,ZHO,99.14906666666667,81.501,220.8421052631579,257.0
Saudi Arabian Grand Prix,ZHO,121.101,121.101,248.5,203.5
Singapore Grand Prix,ZHO,115.074,92.054,268.1111111111111,234.33333333333334
Spanish Grand Prix,ZHO,90.1964,72.738,224.0,238.8
São Paulo Grand Prix,ZHO,97.09177777777778,92.263,242.72727272727272,179.91666666666666
United States Grand Prix,ZHO,112.86757142857142,94.228,196.0,155.77777777777777
