Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,EventName,SessionType,EventDate,Time_weather,AirTemp,TrackTemp,Humidity,AvgSpeed,MaxThrottle,AvgBrake
SAI,55,104.978,16.0,1.0,,,27.242,33.135,44.601,0 days 01:11:37.304000,0 days 01:12:10.439000,0 days 01:12:55.040000,277.0,271.0,257.0,316.0,False,MEDIUM,16.0,True,Ferrari,4270.046,2024-04-20 03:29:33.653,1,4.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4297.334,20.0,27.7,67.0,,,
PER,11,102.85,16.0,1.0,,,27.158,32.046,43.646,0 days 01:11:37.797000,0 days 01:12:09.843000,0 days 01:12:53.489000,272.0,267.0,258.0,315.0,False,MEDIUM,19.0,False,Red Bull Racing,4270.606,2024-04-20 03:29:34.213,1,3.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4297.334,20.0,27.7,67.0,,,
LEC,16,104.448,16.0,1.0,,,27.143,32.481,44.824,0 days 01:11:38.196000,0 days 01:12:10.677000,0 days 01:12:55.501000,275.0,263.0,263.0,334.0,False,MEDIUM,20.0,False,Ferrari,4270.995,2024-04-20 03:29:34.602,1,5.0,True,TRACK LIMITS AT TURN 14 LAP 16 ,False,True,Chinese Grand Prix,S,2024-04-21,4297.334,20.0,27.7,67.0,,,
NOR,4,104.141,16.0,1.0,,,27.431,31.742,44.968,0 days 01:11:39.588000,0 days 01:12:11.330000,0 days 01:12:56.298000,268.0,272.0,263.0,340.0,False,MEDIUM,16.0,True,McLaren,4272.105,2024-04-20 03:29:35.712,1,6.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4297.334,20.0,27.7,67.0,,,
PIA,81,102.643,16.0,1.0,,,27.495,31.356,43.792,0 days 01:11:45.064000,0 days 01:12:16.420000,0 days 01:13:00.212000,268.0,269.0,258.0,313.0,False,MEDIUM,19.0,False,McLaren,4277.55,2024-04-20 03:29:41.157,1,7.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4297.334,20.0,27.7,67.0,,,
RUS,63,102.707,16.0,1.0,,,27.217,31.298,44.192,0 days 01:11:46.610000,0 days 01:12:17.908000,0 days 01:13:02.100000,277.0,269.0,259.0,315.0,False,SOFT,16.0,True,Mercedes,4279.353,2024-04-20 03:29:42.960,1,9.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4297.334,20.0,27.7,67.0,,,
ZHO,24,102.725,16.0,1.0,,,27.618,31.352,43.755,0 days 01:11:51.246000,0 days 01:12:22.598000,0 days 01:13:06.353000,275.0,267.0,256.0,312.0,False,MEDIUM,20.0,False,Kick Sauber,4283.611,2024-04-20 03:29:47.218,1,10.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4297.334,20.0,27.7,67.0,,,
MAG,20,102.961,16.0,1.0,,,27.524,31.381,44.056,0 days 01:11:54.011000,0 days 01:12:25.392000,0 days 01:13:09.448000,,266.0,257.0,317.0,False,MEDIUM,20.0,False,Haas F1 Team,4286.434,2024-04-20 03:29:50.041,1,11.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4297.334,20.0,27.7,67.0,,,
RIC,3,102.38,16.0,1.0,,,27.684,30.973,43.723,0 days 01:11:55.885000,0 days 01:12:26.858000,0 days 01:13:10.581000,271.0,269.0,257.0,318.0,False,MEDIUM,19.0,False,RB,4288.17,2024-04-20 03:29:51.777,1,12.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4297.334,20.0,27.7,67.0,,,
BOT,77,103.318,16.0,1.0,,,27.585,31.608,44.125,0 days 01:11:56.218000,0 days 01:12:27.826000,0 days 01:13:11.951000,275.0,266.0,257.0,315.0,False,MEDIUM,20.0,False,Kick Sauber,4288.591,2024-04-20 03:29:52.198,1,13.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4297.334,20.0,27.7,67.0,,,
STR,18,103.332,16.0,1.0,,,27.68,31.512,44.14,0 days 01:11:57.722000,0 days 01:12:29.234000,0 days 01:13:13.374000,275.0,270.0,259.0,315.0,False,MEDIUM,19.0,False,Aston Martin,4290.033,2024-04-20 03:29:53.640,1,14.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4297.334,20.0,27.7,67.0,,,
OCO,31,103.327,16.0,1.0,,,27.521,31.636,44.17,0 days 01:11:58.083000,0 days 01:12:29.719000,0 days 01:13:13.889000,276.0,266.0,262.0,330.0,False,MEDIUM,16.0,True,Alpine,4290.562,2024-04-20 03:29:54.169,1,15.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4297.334,20.0,27.7,67.0,,,
GAS,10,103.314,16.0,1.0,,,27.602,31.624,44.088,0 days 01:11:58.752000,0 days 01:12:30.376000,0 days 01:13:14.464000,273.0,266.0,261.0,333.0,False,MEDIUM,16.0,True,Alpine,4291.108,2024-04-20 03:29:54.715,1,16.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4297.334,20.0,27.7,67.0,,,
TSU,22,103.188,16.0,1.0,,,27.49,31.806,43.892,0 days 01:11:59.287000,0 days 01:12:31.093000,0 days 01:13:14.985000,276.0,269.0,264.0,337.0,False,MEDIUM,16.0,True,RB,4291.751,2024-04-20 03:29:55.358,1,17.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4297.334,20.0,27.7,67.0,,,
ALB,23,103.107,16.0,1.0,,,27.686,31.547,43.874,0 days 01:12:01.719000,0 days 01:12:33.266000,0 days 01:13:17.140000,274.0,268.0,260.0,317.0,False,MEDIUM,22.0,False,Williams,4294.0,2024-04-20 03:29:57.607,1,18.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4297.334,20.0,27.7,67.0,,,
HUL,27,105.004,16.0,1.0,,,28.496,32.205,44.303,0 days 01:12:04.459000,0 days 01:12:36.664000,0 days 01:13:20.967000,281.0,269.0,257.0,320.0,False,MEDIUM,20.0,False,Haas F1 Team,4295.928,2024-04-20 03:29:59.535,1,20.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4297.334,20.0,27.7,67.0,,,
SAR,2,103.508,16.0,1.0,,,27.892,31.365,44.251,0 days 01:12:04.186000,0 days 01:12:35.551000,0 days 01:13:19.802000,272.0,268.0,257.0,314.0,False,MEDIUM,22.0,False,Williams,4296.247,2024-04-20 03:29:59.854,1,19.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4297.334,20.0,27.7,67.0,,,
VER,1,101.4,17.0,1.0,,,27.271,30.842,43.287,0 days 01:13:06.926000,0 days 01:13:37.768000,0 days 01:14:21.055000,,264.0,257.0,316.0,False,MEDIUM,20.0,False,Red Bull Racing,4359.624,2024-04-20 03:31:03.231,1,1.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4357.34,20.0,27.8,68.0,,,
HAM,44,102.44,17.0,1.0,,,27.425,31.187,43.828,0 days 01:13:16.387000,0 days 01:13:47.574000,0 days 01:14:31.402000,276.0,267.0,256.0,314.0,False,MEDIUM,17.0,True,Mercedes,4368.92,2024-04-20 03:31:12.527,1,2.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4357.34,20.0,27.8,68.0,,,
PER,11,101.878,17.0,1.0,,,27.316,30.986,43.576,0 days 01:13:20.805000,0 days 01:13:51.791000,0 days 01:14:35.367000,271.0,264.0,258.0,316.0,False,MEDIUM,20.0,False,Red Bull Racing,4373.456,2024-04-20 03:31:17.063,1,3.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4357.34,20.0,27.8,68.0,,,
SAI,55,103.704,17.0,1.0,,,28.182,31.542,43.98,0 days 01:13:23.222000,0 days 01:13:54.764000,0 days 01:14:38.744000,273.0,270.0,257.0,315.0,False,MEDIUM,17.0,True,Ferrari,4375.024,2024-04-20 03:31:18.631,1,5.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4357.34,20.0,27.8,68.0,,,
LEC,16,101.513,17.0,1.0,,,27.348,30.743,43.422,0 days 01:13:22.849000,0 days 01:13:53.592000,0 days 01:14:37.014000,271.0,265.0,257.0,315.0,False,MEDIUM,21.0,False,Ferrari,4375.443,2024-04-20 03:31:19.050,1,4.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4357.34,20.0,27.8,68.0,,,
NOR,4,102.983,17.0,1.0,,,27.374,31.622,43.987,0 days 01:13:23.672000,0 days 01:13:55.294000,0 days 01:14:39.281000,272.0,270.0,266.0,335.0,False,MEDIUM,17.0,True,McLaren,4376.246,2024-04-20 03:31:19.853,1,6.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4357.34,20.0,27.8,68.0,,,
PIA,81,102.567,17.0,1.0,,,27.688,31.147,43.732,0 days 01:13:27.900000,0 days 01:13:59.047000,0 days 01:14:42.779000,,266.0,258.0,314.0,False,MEDIUM,20.0,False,McLaren,4380.193,2024-04-20 03:31:23.800,1,7.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4357.34,20.0,27.8,68.0,,,
ALO,14,127.395,17.0,2.0,0 days 01:13:22.973000,0 days 01:15:07.047000,46.476,30.148,50.771,0 days 01:13:47.839000,0 days 01:14:17.987000,0 days 01:15:08.758000,279.0,271.0,,297.0,False,MEDIUM,7.0,False,Aston Martin,4381.317,2024-04-20 03:31:24.924,1,20.0,False,,False,False,Chinese Grand Prix,S,2024-04-21,4357.34,20.0,27.8,68.0,,,
RUS,63,102.164,17.0,1.0,,,27.275,31.208,43.681,0 days 01:13:29.375000,0 days 01:14:00.583000,0 days 01:14:44.264000,276.0,269.0,259.0,317.0,False,SOFT,17.0,True,Mercedes,4382.06,2024-04-20 03:31:25.667,1,8.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4357.34,20.0,27.8,68.0,,,
ZHO,24,102.845,17.0,1.0,,,27.678,31.132,44.035,0 days 01:13:34.031000,0 days 01:14:05.163000,0 days 01:14:49.198000,,265.0,256.0,314.0,False,MEDIUM,21.0,False,Kick Sauber,4386.336,2024-04-20 03:31:29.943,1,9.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4357.34,20.0,27.8,68.0,,,
MAG,20,102.545,17.0,1.0,,,27.465,31.161,43.919,0 days 01:13:36.913000,0 days 01:14:08.074000,0 days 01:14:51.993000,277.0,269.0,257.0,319.0,False,MEDIUM,21.0,False,Haas F1 Team,4389.395,2024-04-20 03:31:33.002,1,10.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4417.345,20.1,27.7,68.0,,,
RIC,3,102.381,17.0,1.0,,,27.578,31.042,43.761,0 days 01:13:38.159000,0 days 01:14:09.201000,0 days 01:14:52.962000,276.0,268.0,263.0,321.0,False,MEDIUM,20.0,False,RB,4390.55,2024-04-20 03:31:34.157,1,11.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4417.345,20.1,27.7,68.0,,,
BOT,77,102.921,17.0,1.0,,,27.686,31.443,43.792,0 days 01:13:39.637000,0 days 01:14:11.080000,0 days 01:14:54.872000,273.0,265.0,258.0,314.0,False,MEDIUM,21.0,False,Kick Sauber,4391.909,2024-04-20 03:31:35.516,1,12.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4417.345,20.1,27.7,68.0,,,
STR,18,103.231,17.0,1.0,,,27.711,31.294,44.226,0 days 01:13:41.085000,0 days 01:14:12.379000,0 days 01:14:56.605000,272.0,271.0,258.0,316.0,False,MEDIUM,20.0,False,Aston Martin,4393.365,2024-04-20 03:31:36.972,1,13.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4417.345,20.1,27.7,68.0,,,
OCO,31,103.257,17.0,1.0,,,27.579,31.366,44.312,0 days 01:13:41.468000,0 days 01:14:12.834000,0 days 01:14:57.146000,273.0,266.0,262.0,337.0,False,MEDIUM,17.0,True,Alpine,4393.889,2024-04-20 03:31:37.496,1,14.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4417.345,20.1,27.7,68.0,,,
GAS,10,103.309,17.0,1.0,,,27.785,31.481,44.043,0 days 01:13:42.249000,0 days 01:14:13.730000,0 days 01:14:57.773000,275.0,264.0,261.0,332.0,False,MEDIUM,17.0,True,Alpine,4394.422,2024-04-20 03:31:38.029,1,15.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4417.345,20.1,27.7,68.0,,,
TSU,22,103.37,17.0,1.0,,,27.677,31.59,44.103,0 days 01:13:42.662000,0 days 01:14:14.252000,0 days 01:14:58.355000,278.0,271.0,263.0,341.0,False,MEDIUM,17.0,True,RB,4394.939,2024-04-20 03:31:38.546,1,16.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4417.345,20.1,27.7,68.0,,,
ALB,23,102.849,17.0,1.0,,,27.779,31.416,43.654,0 days 01:13:44.919000,0 days 01:14:16.335000,0 days 01:14:59.989000,275.0,269.0,259.0,319.0,False,MEDIUM,23.0,False,Williams,4397.107,2024-04-20 03:31:40.714,1,17.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4417.345,20.1,27.7,68.0,,,
SAR,2,103.919,17.0,1.0,,,27.87,31.649,44.4,0 days 01:13:47.672000,0 days 01:14:19.321000,0 days 01:15:03.721000,274.0,268.0,256.0,314.0,False,MEDIUM,23.0,False,Williams,4399.755,2024-04-20 03:31:43.362,1,18.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4417.345,20.1,27.7,68.0,,,
HUL,27,104.225,17.0,1.0,,,28.144,31.766,44.315,0 days 01:13:49.111000,0 days 01:14:20.877000,0 days 01:15:05.192000,278.0,269.0,257.0,321.0,False,MEDIUM,21.0,False,Haas F1 Team,4400.932,2024-04-20 03:31:44.539,1,19.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4417.345,20.1,27.7,68.0,,,
VER,1,101.39,18.0,1.0,,,27.383,30.901,43.106,0 days 01:14:48.438000,0 days 01:15:19.339000,0 days 01:16:02.445000,274.0,266.0,258.0,316.0,False,MEDIUM,21.0,False,Red Bull Racing,4461.024,2024-04-20 03:32:44.631,1,1.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
HAM,44,102.636,18.0,1.0,,,27.654,31.18,43.802,0 days 01:14:59.056000,0 days 01:15:30.236000,0 days 01:16:14.038000,275.0,268.0,257.0,314.0,False,MEDIUM,18.0,True,Mercedes,4471.36,2024-04-20 03:32:54.967,1,2.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
PER,11,101.767,18.0,1.0,,,27.428,30.798,43.541,0 days 01:15:02.795000,0 days 01:15:33.593000,0 days 01:16:17.134000,273.0,267.0,258.0,316.0,False,MEDIUM,21.0,False,Red Bull Racing,4475.334,2024-04-20 03:32:58.941,1,3.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
LEC,16,101.943,18.0,1.0,,,27.454,30.888,43.601,0 days 01:15:04.468000,0 days 01:15:35.356000,0 days 01:16:18.957000,,264.0,258.0,315.0,False,MEDIUM,22.0,False,Ferrari,4476.956,2024-04-20 03:33:00.563,1,4.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
SAI,55,102.778,18.0,1.0,,,27.753,31.231,43.794,0 days 01:15:06.497000,0 days 01:15:37.728000,0 days 01:16:21.522000,269.0,262.0,257.0,316.0,False,MEDIUM,18.0,True,Ferrari,4478.728,2024-04-20 03:33:02.335,1,5.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
NOR,4,102.891,18.0,1.0,,,27.642,31.386,43.863,0 days 01:15:06.923000,0 days 01:15:38.309000,0 days 01:16:22.172000,271.0,270.0,264.0,336.0,False,MEDIUM,18.0,True,McLaren,4479.229,2024-04-20 03:33:02.836,1,6.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
PIA,81,102.998,18.0,1.0,,,27.827,31.284,43.887,0 days 01:15:10.606000,0 days 01:15:41.890000,0 days 01:16:25.777000,,267.0,257.0,314.0,False,MEDIUM,21.0,False,McLaren,4482.76,2024-04-20 03:33:06.367,1,7.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
RUS,63,102.626,18.0,1.0,,,27.537,31.358,43.731,0 days 01:15:11.801000,0 days 01:15:43.159000,0 days 01:16:26.890000,271.0,269.0,264.0,316.0,False,SOFT,18.0,True,Mercedes,4484.224,2024-04-20 03:33:07.831,1,8.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
ZHO,24,103.179,18.0,1.0,,,27.756,31.248,44.175,0 days 01:15:16.954000,0 days 01:15:48.202000,0 days 01:16:32.377000,274.0,267.0,256.0,312.0,False,MEDIUM,22.0,False,Kick Sauber,4489.181,2024-04-20 03:33:12.788,1,9.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
MAG,20,105.151,18.0,1.0,,,27.75,32.15,45.251,0 days 01:15:19.743000,0 days 01:15:51.893000,0 days 01:16:37.144000,,253.0,256.0,317.0,False,MEDIUM,22.0,False,Haas F1 Team,4491.94,2024-04-20 03:33:15.547,1,10.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
RIC,3,104.599,18.0,1.0,,,27.315,31.979,45.305,0 days 01:15:20.277000,0 days 01:15:52.256000,0 days 01:16:37.561000,275.0,241.0,261.0,337.0,False,MEDIUM,21.0,False,RB,4492.931,2024-04-20 03:33:16.538,1,11.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
BOT,77,103.423,18.0,1.0,,,27.559,31.496,44.368,0 days 01:15:22.431000,0 days 01:15:53.927000,0 days 01:16:38.295000,269.0,263.0,264.0,333.0,False,MEDIUM,22.0,False,Kick Sauber,4494.83,2024-04-20 03:33:18.437,1,12.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
STR,18,103.197,18.0,1.0,,,27.737,31.252,44.208,0 days 01:15:24.342000,0 days 01:15:55.594000,0 days 01:16:39.802000,277.0,269.0,259.0,317.0,False,MEDIUM,21.0,False,Aston Martin,4496.596,2024-04-20 03:33:20.203,1,13.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
OCO,31,103.213,18.0,1.0,,,27.599,31.463,44.151,0 days 01:15:24.745000,0 days 01:15:56.208000,0 days 01:16:40.359000,271.0,265.0,262.0,332.0,False,MEDIUM,18.0,True,Alpine,4497.146,2024-04-20 03:33:20.753,1,14.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
GAS,10,103.128,18.0,1.0,,,27.375,31.753,44.0,0 days 01:15:25.148000,0 days 01:15:56.901000,0 days 01:16:40.901000,278.0,268.0,263.0,333.0,False,MEDIUM,18.0,True,Alpine,4497.731,2024-04-20 03:33:21.338,1,15.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
TSU,22,103.724,18.0,1.0,,,27.943,31.689,44.092,0 days 01:15:26.298000,0 days 01:15:57.987000,0 days 01:16:42.079000,274.0,268.0,257.0,320.0,False,MEDIUM,18.0,True,RB,4498.309,2024-04-20 03:33:21.916,1,16.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
ALB,23,102.994,18.0,1.0,,,27.727,31.403,43.864,0 days 01:15:27.716000,0 days 01:15:59.119000,0 days 01:16:42.983000,,269.0,266.0,335.0,False,MEDIUM,24.0,False,Williams,4499.956,2024-04-20 03:33:23.563,1,17.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
SAR,2,103.436,18.0,1.0,,,27.851,31.356,44.229,0 days 01:15:31.572000,0 days 01:16:02.928000,0 days 01:16:47.157000,271.0,266.0,258.0,314.0,False,MEDIUM,24.0,False,Williams,4503.674,2024-04-20 03:33:27.281,1,18.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
HUL,27,104.121,18.0,1.0,,,27.97,31.976,44.175,0 days 01:15:33.162000,0 days 01:16:05.138000,0 days 01:16:49.313000,276.0,268.0,257.0,318.0,False,MEDIUM,22.0,False,Haas F1 Team,4505.157,2024-04-20 03:33:28.764,1,19.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4477.34,20.0,27.7,67.0,,,
VER,1,101.445,19.0,1.0,,,27.221,30.815,43.409,0 days 01:16:29.666000,0 days 01:17:00.481000,0 days 01:17:43.890000,,266.0,258.0,315.0,False,MEDIUM,22.0,False,Red Bull Racing,4562.414,2024-04-20 03:34:26.021,1,1.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4537.342,20.0,27.7,67.0,,,
HAM,44,102.906,19.0,1.0,,,27.696,31.236,43.974,0 days 01:16:41.734000,0 days 01:17:12.970000,0 days 01:17:56.944000,274.0,267.0,257.0,313.0,False,MEDIUM,19.0,True,Mercedes,4573.996,2024-04-20 03:34:37.603,1,2.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
PER,11,102.016,19.0,1.0,,,27.213,31.038,43.765,0 days 01:16:44.347000,0 days 01:17:15.385000,0 days 01:17:59.150000,,267.0,258.0,316.0,False,MEDIUM,22.0,False,Red Bull Racing,4577.101,2024-04-20 03:34:40.708,1,3.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
LEC,16,102.446,19.0,1.0,,,27.573,30.967,43.906,0 days 01:16:46.530000,0 days 01:17:17.497000,0 days 01:18:01.403000,276.0,268.0,259.0,313.0,False,MEDIUM,23.0,False,Ferrari,4578.899,2024-04-20 03:34:42.506,1,4.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
SAI,55,103.049,19.0,1.0,,,27.834,31.307,43.908,0 days 01:16:49.356000,0 days 01:17:20.663000,0 days 01:18:04.571000,267.0,261.0,258.0,314.0,False,MEDIUM,19.0,True,Ferrari,4581.506,2024-04-20 03:34:45.113,1,5.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
NOR,4,103.827,19.0,1.0,,,27.591,31.828,44.408,0 days 01:16:49.763000,0 days 01:17:21.591000,0 days 01:18:05.999000,270.0,268.0,258.0,317.0,False,MEDIUM,19.0,True,McLaren,4582.12,2024-04-20 03:34:45.727,1,6.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
PIA,81,102.814,19.0,1.0,,,27.65,31.021,44.143,0 days 01:16:53.427000,0 days 01:17:24.448000,0 days 01:18:08.591000,273.0,269.0,258.0,312.0,False,MEDIUM,22.0,False,McLaren,4585.758,2024-04-20 03:34:49.365,1,7.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
RUS,63,102.705,19.0,1.0,,,27.376,31.269,44.06,0 days 01:16:54.266000,0 days 01:17:25.535000,0 days 01:18:09.595000,276.0,271.0,262.0,331.0,False,SOFT,19.0,True,Mercedes,4586.85,2024-04-20 03:34:50.457,1,8.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
ZHO,24,103.45,19.0,1.0,,,27.758,31.478,44.214,0 days 01:17:00.135000,0 days 01:17:31.613000,0 days 01:18:15.827000,,267.0,257.0,312.0,False,MEDIUM,23.0,False,Kick Sauber,4592.36,2024-04-20 03:34:55.967,1,9.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
MAG,20,104.166,19.0,1.0,,,27.66,31.8,44.706,0 days 01:17:04.804000,0 days 01:17:36.604000,0 days 01:18:21.310000,276.0,269.0,247.0,315.0,False,MEDIUM,23.0,False,Haas F1 Team,4597.091,2024-04-20 03:35:00.698,1,10.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
RIC,3,104.169,19.0,1.0,,,27.45,32.042,44.677,0 days 01:17:05.011000,0 days 01:17:37.053000,0 days 01:18:21.730000,278.0,270.0,256.0,320.0,False,MEDIUM,22.0,False,RB,4597.53,2024-04-20 03:35:01.137,1,11.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
BOT,77,103.901,19.0,1.0,,,27.609,31.922,44.37,0 days 01:17:05.904000,0 days 01:17:37.826000,0 days 01:18:22.196000,274.0,269.0,266.0,329.0,False,MEDIUM,23.0,False,Kick Sauber,4598.253,2024-04-20 03:35:01.860,1,12.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
STR,18,104.365,19.0,1.0,,,27.693,31.668,45.004,0 days 01:17:07.495000,0 days 01:17:39.163000,0 days 01:18:24.167000,274.0,271.0,264.0,315.0,False,MEDIUM,22.0,False,Aston Martin,4599.793,2024-04-20 03:35:03.400,1,14.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
OCO,31,103.341,19.0,1.0,,,27.548,31.672,44.121,0 days 01:17:07.907000,0 days 01:17:39.579000,0 days 01:18:23.700000,272.0,268.0,256.0,335.0,False,MEDIUM,19.0,True,Alpine,4600.359,2024-04-20 03:35:03.966,1,13.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
GAS,10,103.838,19.0,1.0,,,27.831,31.615,44.392,0 days 01:17:08.732000,0 days 01:17:40.347000,0 days 01:18:24.739000,275.0,268.0,262.0,330.0,False,MEDIUM,19.0,True,Alpine,4600.859,2024-04-20 03:35:04.466,1,15.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
TSU,22,103.696,19.0,1.0,,,27.825,31.517,44.354,0 days 01:17:09.904000,0 days 01:17:41.421000,0 days 01:18:25.775000,272.0,268.0,257.0,323.0,False,MEDIUM,19.0,True,RB,4602.033,2024-04-20 03:35:05.640,1,16.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
ALB,23,103.907,19.0,1.0,,,27.81,31.835,44.262,0 days 01:17:10.793000,0 days 01:17:42.628000,0 days 01:18:26.890000,274.0,268.0,261.0,321.0,False,MEDIUM,25.0,False,Williams,4602.95,2024-04-20 03:35:06.557,1,17.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
SAR,2,103.101,19.0,1.0,,,27.558,31.372,44.171,0 days 01:17:14.715000,0 days 01:17:46.087000,0 days 01:18:30.258000,272.0,268.0,259.0,316.0,False,MEDIUM,25.0,False,Williams,4607.11,2024-04-20 03:35:10.717,1,18.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
HUL,27,104.211,19.0,1.0,,,27.944,31.813,44.454,0 days 01:17:17.257000,0 days 01:17:49.070000,0 days 01:18:33.524000,277.0,269.0,257.0,317.0,False,MEDIUM,23.0,False,Haas F1 Team,4609.278,2024-04-20 03:35:12.885,1,19.0,False,,False,True,Chinese Grand Prix,S,2024-04-21,4597.346,20.0,27.8,68.0,,,
