Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,EventName,SessionType,EventDate,Time_weather,AirTemp,TrackTemp,Humidity,AvgSpeed,MaxThrottle,AvgBrake
VER,1,,1.0,1.0,,0 days 00:45:39.966000,,34.705,50.505,,0 days 00:44:56.483000,0 days 00:45:46.952000,216.0,188.0,,158.0,False,MEDIUM,4.0,False,Red Bull Racing,2627.919,2024-05-04 16:03:39.995,124,1.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
RIC,3,,1.0,1.0,,0 days 00:45:44.650000,,35.23,53.968,,0 days 00:44:58.346000,0 days 00:45:52.177000,212.0,188.0,,176.0,False,MEDIUM,1.0,True,RB,2627.919,2024-05-04 16:03:39.995,124,4.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
SAI,55,,1.0,1.0,,0 days 00:45:47.704000,,35.339,55.984,,0 days 00:44:59.658000,0 days 00:45:55.662000,216.0,188.0,,205.0,False,MEDIUM,1.0,True,Ferrari,2627.919,2024-05-04 16:03:39.995,124,6.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
PIA,81,,1.0,1.0,,0 days 00:45:49.793000,,35.803,56.865,,0 days 00:45:00.488000,0 days 00:45:57.328000,211.0,142.0,,189.0,False,MEDIUM,1.0,True,McLaren,2627.919,2024-05-04 16:03:39.995,124,7.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
HUL,27,,1.0,1.0,,0 days 00:45:51.363000,,36.219,58.435,,0 days 00:45:01.310000,0 days 00:45:59.837000,216.0,128.0,,190.0,False,MEDIUM,7.0,False,Haas F1 Team,2627.919,2024-05-04 16:03:39.995,124,8.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
TSU,22,,1.0,1.0,,0 days 00:45:58.214000,,38.59,61.053,,0 days 00:45:04.951000,0 days 00:46:06.076000,217.0,66.0,,167.0,False,SOFT,1.0,True,RB,2627.919,2024-05-04 16:03:39.995,124,11.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
GAS,10,,1.0,1.0,,0 days 00:46:02.178000,,41.431,61.209,,0 days 00:45:08.548000,0 days 00:46:09.662000,213.0,56.0,,151.0,False,MEDIUM,1.0,True,Alpine,2627.919,2024-05-04 16:03:39.995,124,13.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
STR,18,,1.0,1.0,,0 days 00:46:35.928000,,63.247,59.338,,0 days 00:45:46.167000,0 days 00:46:45.683000,133.0,90.0,,136.0,False,MEDIUM,7.0,False,Aston Martin,2627.919,2024-05-04 16:03:39.995,124,20.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
ZHO,24,,1.0,1.0,,0 days 00:46:05.936000,,41.939,64.565,,0 days 00:45:10.121000,0 days 00:46:14.627000,217.0,50.0,,156.0,False,MEDIUM,1.0,True,Kick Sauber,2627.919,2024-05-04 16:03:39.995,124,15.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
RUS,63,,1.0,1.0,,0 days 00:46:07.359000,,44.839,62.601,,0 days 00:45:13.596000,0 days 00:46:16.228000,216.0,42.0,,100.0,False,MEDIUM,7.0,False,Mercedes,2627.919,2024-05-04 16:03:39.995,124,16.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
ALB,23,,1.0,1.0,0 days 00:43:58.799000,0 days 00:46:11.355000,,45.515,61.707,,0 days 00:45:16.963000,0 days 00:46:18.629000,213.0,40.0,,156.0,False,MEDIUM,1.0,True,Williams,2627.919,2024-05-04 16:03:39.995,124,18.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
BOT,77,,1.0,1.0,,0 days 00:46:08.825000,,44.438,62.432,,0 days 00:45:15.372000,0 days 00:46:17.694000,215.0,41.0,,149.0,False,MEDIUM,1.0,True,Kick Sauber,2627.919,2024-05-04 16:03:39.995,124,17.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
OCO,31,,1.0,1.0,,0 days 00:45:59.130000,,40.126,60.088,,0 days 00:45:06.899000,0 days 00:46:06.949000,217.0,67.0,,157.0,False,MEDIUM,1.0,True,Alpine,2627.919,2024-05-04 16:03:39.995,124,12.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
HAM,44,,1.0,1.0,,0 days 00:45:54.069000,,37.346,59.834,,0 days 00:45:03.177000,0 days 00:46:03.075000,214.0,79.0,,192.0,False,MEDIUM,7.0,False,Mercedes,2627.919,2024-05-04 16:03:39.995,124,10.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
ALO,14,,1.0,1.0,,0 days 00:46:13.502000,,48.84,60.747,,0 days 00:45:19.565000,0 days 00:46:20.176000,201.0,33.0,,154.0,False,MEDIUM,6.0,False,Aston Martin,2627.919,2024-05-04 16:03:39.995,124,19.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
MAG,20,,1.0,1.0,,0 days 00:45:52.607000,,36.407,59.335,,0 days 00:45:01.956000,0 days 00:46:01.278000,210.0,113.0,,198.0,False,MEDIUM,7.0,False,Haas F1 Team,2627.919,2024-05-04 16:03:39.995,124,9.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
PER,11,,1.0,1.0,,0 days 00:45:46.437000,,35.253,55.332,,0 days 00:44:59.002000,0 days 00:45:54.171000,215.0,189.0,,158.0,False,MEDIUM,4.0,False,Red Bull Racing,2627.919,2024-05-04 16:03:39.995,124,5.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
LEC,16,,1.0,1.0,,0 days 00:45:42.436000,,35.149,52.266,,0 days 00:44:57.420000,0 days 00:45:49.898000,218.0,190.0,,152.0,False,MEDIUM,1.0,True,Ferrari,2627.919,2024-05-04 16:03:39.995,124,3.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
SAR,2,,1.0,1.0,,0 days 00:46:03.184000,,41.811,61.335,,0 days 00:45:09.356000,0 days 00:46:10.762000,214.0,49.0,,183.0,False,SOFT,1.0,True,Williams,2627.919,2024-05-04 16:03:39.995,124,14.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
NOR,4,,1.0,1.0,,,,,,,,,,,,,False,MEDIUM,4.0,False,McLaren,2627.919,2024-05-04 16:03:39.995,124,,False,,True,False,Miami Grand Prix,S,2024-05-05,2647.946,28.7,45.6,54.0,,,
VER,1,,2.0,2.0,0 days 00:45:59.491000,0 days 00:48:13.160000,59.927,49.321,43.053,0 days 00:46:46.959000,0 days 00:47:36.324000,0 days 00:48:19.591000,179.0,152.0,,142.0,False,MEDIUM,5.0,False,Red Bull Racing,2746.906,2024-05-04 16:05:38.982,4,1.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
LEC,16,,2.0,2.0,0 days 00:46:01.424000,0 days 00:48:14.899000,58.739,49.193,43.478,0 days 00:46:48.438000,0 days 00:47:37.606000,0 days 00:48:21.098000,175.0,143.0,,167.0,False,MEDIUM,2.0,False,Ferrari,2749.632,2024-05-04 16:05:41.708,4,2.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
RIC,3,,2.0,2.0,0 days 00:46:05.756000,0 days 00:48:16.602000,57.615,49.849,43.255,0 days 00:46:49.856000,0 days 00:47:39.759000,0 days 00:48:22.868000,156.0,109.0,,193.0,False,MEDIUM,2.0,False,RB,2752.096,2024-05-04 16:05:44.172,4,3.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
PER,11,,2.0,2.0,0 days 00:46:07.604000,0 days 00:48:18.629000,56.464,49.804,44.694,0 days 00:46:50.636000,0 days 00:47:40.439000,0 days 00:48:25.195000,147.0,133.0,,170.0,False,MEDIUM,5.0,False,Red Bull Racing,2754.122,2024-05-04 16:05:46.198,4,4.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
SAI,55,,2.0,2.0,0 days 00:46:08.930000,0 days 00:48:19.645000,55.995,51.035,43.524,0 days 00:46:51.581000,0 days 00:47:42.657000,0 days 00:48:26.106000,141.0,134.0,,199.0,False,MEDIUM,2.0,False,Ferrari,2755.575,2024-05-04 16:05:47.651,4,5.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
PIA,81,,2.0,2.0,0 days 00:46:11.485000,0 days 00:48:21.890000,55.726,50.903,44.47,0 days 00:46:53.133000,0 days 00:47:44.024000,0 days 00:48:28.539000,141.0,115.0,,214.0,False,MEDIUM,2.0,False,McLaren,2757.275,2024-05-04 16:05:49.351,4,6.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
HUL,27,,2.0,2.0,0 days 00:46:13.368000,0 days 00:48:24.008000,55.222,50.509,45.149,0 days 00:46:54.970000,0 days 00:47:45.441000,0 days 00:48:30.678000,125.0,148.0,,204.0,False,MEDIUM,8.0,False,Haas F1 Team,2759.728,2024-05-04 16:05:51.804,4,7.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
MAG,20,,2.0,2.0,0 days 00:46:14.302000,0 days 00:48:26.482000,54.896,51.686,45.106,0 days 00:46:56.173000,0 days 00:47:47.825000,0 days 00:48:32.935000,118.0,124.0,,192.0,False,MEDIUM,8.0,False,Haas F1 Team,2761.22,2024-05-04 16:05:53.296,4,8.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
HAM,44,,2.0,2.0,0 days 00:46:17.287000,0 days 00:48:27.785000,53.974,52.294,46.228,0 days 00:46:57.005000,0 days 00:47:49.238000,0 days 00:48:35.717000,103.0,115.0,,200.0,False,MEDIUM,8.0,False,Mercedes,2762.962,2024-05-04 16:05:55.038,4,9.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
TSU,22,,2.0,2.0,0 days 00:46:19.302000,0 days 00:48:30.377000,52.452,52.771,47.042,0 days 00:46:58.498000,0 days 00:47:51.200000,0 days 00:48:38.230000,157.0,113.0,,160.0,False,SOFT,2.0,False,RB,2765.955,2024-05-04 16:05:58.031,4,10.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
OCO,31,,2.0,2.0,0 days 00:46:39.557000,0 days 00:48:40.294000,66.48,48.4,47.078,0 days 00:47:13.447000,0 days 00:48:01.844000,0 days 00:48:48.949000,202.0,91.0,,169.0,False,MEDIUM,2.0,False,Alpine,2766.946,2024-05-04 16:05:59.022,4,17.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
GAS,10,,2.0,2.0,0 days 00:46:23.189000,0 days 00:48:32.247000,51.513,50.821,48.6,0 days 00:47:01.218000,0 days 00:47:51.997000,0 days 00:48:40.625000,155.0,144.0,,221.0,False,MEDIUM,2.0,False,Alpine,2769.608,2024-05-04 16:06:01.684,4,11.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
SAR,2,,2.0,2.0,0 days 00:46:24.705000,0 days 00:48:33.572000,51.12,51.193,48.768,0 days 00:47:01.864000,0 days 00:47:53.154000,0 days 00:48:41.762000,163.0,121.0,,239.0,False,SOFT,2.0,False,Williams,2770.691,2024-05-04 16:06:02.767,4,12.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
ZHO,24,148.306,2.0,2.0,0 days 00:46:26.844000,0 days 00:48:34.775000,49.77,49.959,48.577,0 days 00:47:04.274000,0 days 00:47:54.233000,0 days 00:48:42.810000,168.0,120.0,,218.0,False,MEDIUM,2.0,False,Kick Sauber,2774.46,2024-05-04 16:06:06.536,4,13.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
RUS,63,148.069,2.0,2.0,0 days 00:46:30.300000,0 days 00:48:35.507000,50.069,50.97,47.03,0 days 00:47:06.132000,0 days 00:47:57.102000,0 days 00:48:44.132000,160.0,102.0,,225.0,False,MEDIUM,8.0,False,Mercedes,2776.023,2024-05-04 16:06:08.099,4,14.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
BOT,77,148.603,2.0,2.0,0 days 00:46:31.985000,0 days 00:48:37.393000,51.693,49.36,47.55,0 days 00:47:09.348000,0 days 00:47:58.708000,0 days 00:48:46.258000,190.0,103.0,,184.0,False,MEDIUM,2.0,False,Kick Sauber,2777.604,2024-05-04 16:06:09.680,4,15.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
ALB,23,148.553,2.0,2.0,0 days 00:46:33.641000,0 days 00:48:38.850000,53.393,48.814,46.346,0 days 00:47:11.860000,0 days 00:48:00.674000,0 days 00:48:47.020000,205.0,92.0,,200.0,False,MEDIUM,2.0,False,Williams,2778.449,2024-05-04 16:06:10.525,4,16.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
ALO,14,,2.0,2.0,0 days 00:46:48.823000,0 days 00:48:45.698000,68.785,43.267,40.676,0 days 00:47:29.024000,0 days 00:48:12.310000,0 days 00:48:53.038000,186.0,165.0,,299.0,False,MEDIUM,7.0,False,Aston Martin,2780.165,2024-05-04 16:06:12.241,4,18.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2767.947,28.5,45.7,56.0,,,
VER,1,,3.0,3.0,0 days 00:48:30.775000,,56.413,49.708,56.31,0 days 00:49:15.769000,0 days 00:50:05.444000,0 days 00:51:01.904000,180.0,157.0,276.0,62.0,False,MEDIUM,6.0,False,Red Bull Racing,2899.287,2024-05-04 16:08:11.363,41,1.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2887.96,28.7,46.2,54.0,,,
LEC,16,,3.0,3.0,0 days 00:48:32.999000,,56.498,49.655,55.227,0 days 00:49:17.592000,0 days 00:50:07.207000,0 days 00:51:02.504000,159.0,155.0,276.0,62.0,False,MEDIUM,3.0,False,Ferrari,2901.03,2024-05-04 16:08:13.106,41,2.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2887.96,28.7,46.2,54.0,,,
RIC,3,,3.0,3.0,0 days 00:48:36.005000,,55.76,50.227,54.085,0 days 00:49:18.729000,0 days 00:50:08.903000,0 days 00:51:03.005000,119.0,128.0,279.0,62.0,False,MEDIUM,3.0,False,RB,2902.787,2024-05-04 16:08:14.863,41,3.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2887.96,28.7,46.2,54.0,,,
PER,11,,3.0,3.0,0 days 00:48:38.354000,,54.689,50.323,53.24,0 days 00:49:19.877000,0 days 00:50:10.229000,0 days 00:51:03.533000,138.0,125.0,280.0,61.0,False,MEDIUM,6.0,False,Red Bull Racing,2905.084,2024-05-04 16:08:17.160,41,4.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2887.96,28.7,46.2,54.0,,,
SAI,55,,3.0,3.0,0 days 00:48:39.384000,,55.316,49.796,52.682,0 days 00:49:21.502000,0 days 00:50:11.255000,0 days 00:51:03.940000,148.0,131.0,278.0,69.0,False,MEDIUM,3.0,False,Ferrari,2906.039,2024-05-04 16:08:18.115,41,5.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2887.96,28.7,46.2,54.0,,,
PIA,81,,3.0,3.0,0 days 00:48:41.023000,,54.152,49.995,51.784,0 days 00:49:22.733000,0 days 00:50:12.665000,0 days 00:51:04.429000,126.0,115.0,280.0,67.0,False,MEDIUM,3.0,False,McLaren,2908.441,2024-05-04 16:08:20.517,41,6.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2887.96,28.7,46.2,54.0,,,
HUL,27,,3.0,3.0,0 days 00:48:43.507000,,53.672,49.624,51.01,0 days 00:49:24.216000,0 days 00:50:13.976000,0 days 00:51:04.989000,117.0,112.0,281.0,64.0,False,MEDIUM,9.0,False,Haas F1 Team,2910.573,2024-05-04 16:08:22.649,41,7.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2887.96,28.7,46.2,54.0,,,
MAG,20,,3.0,3.0,0 days 00:48:45.848000,,52.752,49.07,50.665,0 days 00:49:25.624000,0 days 00:50:14.713000,0 days 00:51:05.483000,122.0,117.0,280.0,62.0,False,MEDIUM,9.0,False,Haas F1 Team,2912.873,2024-05-04 16:08:24.949,41,8.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2887.96,28.7,46.2,54.0,,,
HAM,44,,3.0,3.0,0 days 00:48:51.488000,,51.686,48.633,50.024,0 days 00:49:27.228000,0 days 00:50:15.805000,0 days 00:51:05.904000,105.0,129.0,277.0,61.0,False,MEDIUM,9.0,False,Mercedes,2915.417,2024-05-04 16:08:27.493,41,9.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2887.96,28.7,46.2,54.0,,,
TSU,22,148.031,3.0,3.0,0 days 00:48:53.674000,,50.872,47.986,49.173,0 days 00:49:29.017000,0 days 00:50:17.003000,0 days 00:51:06.176000,125.0,153.0,281.0,57.0,False,SOFT,3.0,False,RB,2918.096,2024-05-04 16:08:30.172,41,10.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2947.973,28.7,46.1,55.0,,,
GAS,10,146.132,3.0,3.0,0 days 00:48:55.846000,,49.558,49.239,47.335,0 days 00:49:30.140000,0 days 00:50:19.379000,0 days 00:51:06.714000,122.0,157.0,280.0,57.0,False,MEDIUM,3.0,False,Alpine,2920.528,2024-05-04 16:08:32.604,41,11.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2947.973,28.7,46.1,55.0,,,
SAR,2,145.484,3.0,3.0,0 days 00:48:57.356000,,49.385,49.209,46.89,0 days 00:49:31.070000,0 days 00:50:20.279000,0 days 00:51:07.169000,132.0,144.0,282.0,55.0,False,SOFT,3.0,False,Williams,2921.685,2024-05-04 16:08:33.761,41,12.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2947.973,28.7,46.1,55.0,,,
ZHO,24,144.883,3.0,3.0,0 days 00:48:58.551000,,50.864,47.623,46.396,0 days 00:49:33.674000,0 days 00:50:21.297000,0 days 00:51:07.693000,191.0,143.0,279.0,56.0,False,MEDIUM,3.0,False,Kick Sauber,2922.766,2024-05-04 16:08:34.842,41,13.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2947.973,28.7,46.1,55.0,,,
RUS,63,143.985,3.0,3.0,0 days 00:49:00.354000,,50.769,47.114,46.102,0 days 00:49:34.901000,0 days 00:50:22.015000,0 days 00:51:08.117000,202.0,153.0,280.0,56.0,False,MEDIUM,9.0,False,Mercedes,2924.092,2024-05-04 16:08:36.168,41,14.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2947.973,28.7,46.1,55.0,,,
BOT,77,142.538,3.0,3.0,0 days 00:49:01.361000,,52.292,45.45,44.796,0 days 00:49:38.550000,0 days 00:50:24,0 days 00:51:08.796000,195.0,153.0,279.0,62.0,False,MEDIUM,3.0,False,Kick Sauber,2926.207,2024-05-04 16:08:38.283,41,15.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2947.973,28.7,46.1,55.0,,,
ALB,23,142.131,3.0,3.0,0 days 00:49:02.967000,,53.386,44.19,44.555,0 days 00:49:40.406000,0 days 00:50:24.596000,0 days 00:51:09.151000,201.0,168.0,283.0,64.0,False,MEDIUM,3.0,False,Williams,2927.002,2024-05-04 16:08:39.078,41,16.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2947.973,28.7,46.1,55.0,,,
OCO,31,141.01,3.0,3.0,0 days 00:49:04.323000,,52.452,44.576,43.982,0 days 00:49:41.191000,0 days 00:50:25.767000,0 days 00:51:09.749000,198.0,165.0,281.0,73.0,False,MEDIUM,3.0,False,Alpine,2928.736,2024-05-04 16:08:40.812,41,17.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2947.973,28.7,46.1,55.0,,,
ALO,14,137.318,3.0,3.0,0 days 00:49:08.473000,,54.757,40.222,42.339,0 days 00:49:47.629000,0 days 00:50:27.851000,0 days 00:51:10.190000,201.0,161.0,279.0,100.0,False,MEDIUM,8.0,False,Aston Martin,2932.861,2024-05-04 16:08:44.937,41,18.0,False,,False,False,Miami Grand Prix,S,2024-05-05,2947.973,28.7,46.1,55.0,,,
VER,1,90.415,4.0,3.0,,,30.295,34.452,25.668,0 days 00:51:31.994000,0 days 00:52:06.446000,0 days 00:52:32.114000,218.0,188.0,275.0,310.0,True,MEDIUM,7.0,False,Red Bull Racing,3061.653,2024-05-04 16:10:53.729,1,1.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
LEC,16,90.807,4.0,3.0,,,30.426,34.722,25.659,0 days 00:51:32.838000,0 days 00:52:07.560000,0 days 00:52:33.219000,218.0,188.0,275.0,317.0,True,MEDIUM,4.0,False,Ferrari,3062.358,2024-05-04 16:10:54.434,1,2.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
RIC,3,91.505,4.0,3.0,,,30.859,34.785,25.861,0 days 00:51:33.834000,0 days 00:52:08.619000,0 days 00:52:34.480000,216.0,187.0,276.0,314.0,True,MEDIUM,4.0,False,RB,3062.894,2024-05-04 16:10:54.970,1,3.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
PER,11,91.747,4.0,3.0,,,31.105,34.797,25.845,0 days 00:51:34.448000,0 days 00:52:09.245000,0 days 00:52:35.090000,216.0,188.0,278.0,297.0,True,MEDIUM,7.0,False,Red Bull Racing,3063.294,2024-05-04 16:10:55.370,1,4.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
SAI,55,91.957,4.0,3.0,,,31.438,34.788,25.731,0 days 00:51:35.305000,0 days 00:52:10.093000,0 days 00:52:35.824000,217.0,190.0,277.0,316.0,True,MEDIUM,4.0,False,Ferrari,3063.8,2024-05-04 16:10:55.876,1,5.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
PIA,81,92.362,4.0,3.0,,,31.555,34.909,25.898,0 days 00:51:35.901000,0 days 00:52:10.810000,0 days 00:52:36.708000,215.0,188.0,277.0,318.0,True,MEDIUM,4.0,False,McLaren,3064.293,2024-05-04 16:10:56.369,1,6.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
HUL,27,92.472,4.0,3.0,,,31.796,34.894,25.782,0 days 00:51:36.586000,0 days 00:52:11.480000,0 days 00:52:37.262000,218.0,189.0,281.0,317.0,True,MEDIUM,10.0,False,Haas F1 Team,3064.773,2024-05-04 16:10:56.849,1,7.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
MAG,20,92.546,4.0,3.0,,,31.75,35.035,25.761,0 days 00:51:37.097000,0 days 00:52:12.132000,0 days 00:52:37.893000,212.0,186.0,279.0,323.0,True,MEDIUM,10.0,False,Haas F1 Team,3065.289,2024-05-04 16:10:57.365,1,8.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
HAM,44,92.857,4.0,3.0,,,31.588,35.26,26.009,0 days 00:51:37.371000,0 days 00:52:12.631000,0 days 00:52:38.640000,211.0,189.0,277.0,312.0,True,MEDIUM,10.0,False,Mercedes,3065.734,2024-05-04 16:10:57.810,1,9.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
TSU,22,93.39,4.0,3.0,,,31.991,35.356,26.043,0 days 00:51:38.167000,0 days 00:52:13.523000,0 days 00:52:39.566000,214.0,186.0,277.0,317.0,True,SOFT,4.0,False,RB,3066.127,2024-05-04 16:10:58.203,1,10.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
GAS,10,93.251,4.0,3.0,,,31.953,35.361,25.937,0 days 00:51:38.667000,0 days 00:52:14.028000,0 days 00:52:39.965000,216.0,187.0,280.0,316.0,True,MEDIUM,4.0,False,Alpine,3066.66,2024-05-04 16:10:58.736,1,11.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
SAR,2,93.43,4.0,3.0,,,32.042,35.678,25.71,0 days 00:51:39.211000,0 days 00:52:14.889000,0 days 00:52:40.599000,213.0,185.0,283.0,330.0,True,SOFT,4.0,False,Williams,3067.169,2024-05-04 16:10:59.245,1,12.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
ZHO,24,93.346,4.0,3.0,,,31.918,35.624,25.804,0 days 00:51:39.611000,0 days 00:52:15.235000,0 days 00:52:41.039000,216.0,189.0,282.0,301.0,True,MEDIUM,4.0,False,Kick Sauber,3067.649,2024-05-04 16:10:59.725,1,13.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
RUS,63,93.367,4.0,3.0,,,31.909,35.555,25.903,0 days 00:51:40.026000,0 days 00:52:15.581000,0 days 00:52:41.484000,213.0,189.0,279.0,321.0,True,MEDIUM,10.0,False,Mercedes,3068.077,2024-05-04 16:11:00.153,1,14.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
BOT,77,93.4,4.0,3.0,,,31.734,35.733,25.933,0 days 00:51:40.530000,0 days 00:52:16.263000,0 days 00:52:42.196000,216.0,191.0,280.0,320.0,True,MEDIUM,4.0,False,Kick Sauber,3068.745,2024-05-04 16:11:00.821,1,15.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
ALB,23,93.341,4.0,3.0,,,31.95,35.607,25.784,0 days 00:51:41.101000,0 days 00:52:16.708000,0 days 00:52:42.492000,212.0,189.0,281.0,321.0,True,MEDIUM,4.0,False,Williams,3069.133,2024-05-04 16:11:01.209,1,16.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
OCO,31,93.619,4.0,3.0,,,31.854,35.694,26.071,0 days 00:51:41.603000,0 days 00:52:17.297000,0 days 00:52:43.368000,216.0,188.0,280.0,296.0,True,MEDIUM,4.0,False,Alpine,3069.746,2024-05-04 16:11:01.822,1,17.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
ALO,14,93.784,4.0,3.0,,,31.81,35.813,26.161,0 days 00:51:42,0 days 00:52:17.813000,0 days 00:52:43.974000,215.0,186.0,277.0,303.0,True,MEDIUM,9.0,False,Aston Martin,3070.179,2024-05-04 16:11:02.255,1,18.0,False,,False,True,Miami Grand Prix,S,2024-05-05,3067.973,28.8,46.1,56.0,,,
